objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
nwpostcards1603,,Pacific train in the Northwest,Postcard of a train hauling logs in the Northwest.,,picture postcard,,1920,railroads; trees; lumber; men; picture postcards,"St. Maries, Idaho",Pacific Novelty Co.,"San Francisco, CA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,47.338067,-116.525515,pg_9_21_02a.jpg,pg_9_21_02a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_21_02a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_21_02a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_21_02a_th.jpg,,
nwpostcards1604,,"Making poles in the forest. St. Joe, Idaho","Postcard of loggers making poles in the St. Joe forest, Idaho.",,photographic postcard,,1910,logging; lumber camp; Equus caballus (species); horse-drawn vehicles; photographic postcards,"St. Maries, Idaho",Inland Printing Co.,"Spokane, WA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.323756,-116.505382,pg_9_21_03a.jpg,pg_9_21_03a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_21_03a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_21_03a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_21_03a_th.jpg,,
nwpostcards1605,,Coach talks at the big rally. University of Idaho. Football.,Postcard of a coach talking to students and athletes before a game in 1915.,,photographic postcard,,1915,universities (institutions); grandstands; spectators (event observers); men; women; students; buildings; universities (buildings); photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.725635,-117.012523,pg_9_20_01f.jpg,pg_9_20_01f,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_20_01f.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_20_01f_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_20_01f_th.jpg,,
nwpostcards1606,,"First Catholic Church. Murray, Idaho.","Postcard of the First Catholic Church in Murray, Idaho.",,photographic postcard,,1920,churches (buildings); trees; buildings; utility poles; photographic postcards,"Murray, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,47.626782,-115.85664,pg_9_22_01.jpg,pg_9_22_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_22_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_22_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_22_01_th.jpg,,
nwpostcards1607,,"Churches. Moscow, Idaho. Baptist, Swedish Methodist, Methodist, Presbyterian, Norwegian Lutheran.","Postcard of several churches in Moscow, Idaho.",,picture postcard,,1910,churches (buildings); trees; buildings; utility poles; picture postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.732267,-116.997035,pg_9_22_02.jpg,pg_9_22_02,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_22_02.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_22_02_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_22_02_th.jpg,,
nwpostcards1616,,Lewiston (?) Roundup.,"Postcard of a cowboy on a bucking horse, possibly at the Lewiston Roundup.",,photographic postcard,,1920,Equus caballus (species); rodeos; men; events; photographic postcards,"Lewiston, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.377077,-116.961985,pg_9_24_01a.jpg,pg_9_24_01a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_24_01a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_24_01a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_24_01a_th.jpg,,
nwpostcards1618,,"Float. Lewiston, Idaho, Rose Fair. #28.",Postcard of a float in the Lewiston Rose Fair Parade in 1912.,,photographic postcard,,1912,floats (vehicles); parades; buildings; photographic postcards,"Lewiston, Idaho",Burns Metcalf,"Lewiston, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.418955,-117.022254,pg_9_24_02a.jpg,pg_9_24_02a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_24_02a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_24_02a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_24_02a_th.jpg,,
nwpostcards1619,,"Mining in Butte, Montana. Drilling.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.025366,-112.501767,pg_9_25_01.jpg,pg_9_25_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_01_th.jpg,,
nwpostcards1621,,"Mining in Butte, Montana. Elevator cages.","Postcard of mine buildings in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; automobiles; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.011568,-112.49229,pg_9_25_03.jpg,pg_9_25_03,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_03.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_03_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_03_th.jpg,,
nwpostcards1622,,"Mining in Butte, Montana. Loading underground.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.025366,-112.501767,pg_9_25_04.jpg,pg_9_25_04,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_04.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_04_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_04_th.jpg,,
nwpostcards1626,,"Mining in Butte, Montana. Miner drilling underground.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.011568,-112.49229,pg_9_25_05.jpg,pg_9_25_05,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_05.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_05_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_05_th.jpg,,
nwpostcards1627,,"Mining in Butte, Montana. #2. Headframe.","Postcard of mine buildings in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; automobiles; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.022863,-112.52949,pg_9_25_02.jpg,pg_9_25_02,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_02.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_02_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_02_th.jpg,,
nwpostcards1628,,"Mining in Butte, Montana. Machinery.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.025366,-112.501767,pg_9_25_06.jpg,pg_9_25_06,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_06.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_06_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_06_th.jpg,,
nwpostcards1629,,"Mining in Butte, Montana. Dynamite holes with fuses.","Postcard of the inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.022863,-112.52949,pg_9_25_07.jpg,pg_9_25_07,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_07.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_07_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_07_th.jpg,,
nwpostcards1630,,"Miners. Butte, Montana.","Postcard of miners outside of a mine in Butte, Montana",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.025366,-112.501767,pg_9_25_08.jpg,pg_9_25_08,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_08.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_08_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_08_th.jpg,,
nwpostcards1631,,"Mt. Con Mine. Butte, Montana. Headframe.","Postcard of mine buildings in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.022863,-112.52949,pg_9_25_10.jpg,pg_9_25_10,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_10.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_10_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_10_th.jpg,,
nwpostcards1632,,"Men going on shift. Mt. Con Mine. Butte, Montana. #32.","Postcard of men at a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; men; photographic postcards,"Butte, Montana",Al's Photo,"Butte, MT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.022863,-112.52949,pg_9_25_11.jpg,pg_9_25_11,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_11.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_11_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_11_th.jpg,,
nwpostcards1633,,"Snowstorm Concentrator, Troy, Montana. No. 6.","Postcard of the concentrator building of the Snow Storm mine in Troy, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); mine buildings; men; photographic postcards,"Troy, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,48.453898,-115.904821,pg_9_25_12.jpg,pg_9_25_12,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_12.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_12_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_12_th.jpg,,
nwpostcards1634,,"Mining in Butte, Montana. Miners drilling underground.","Postcard of miners working inside of a mine in Butte, Montana.",,photographic postcard,,1920,mining; mines (extracting complexes); men; photographic postcards,"Butte, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.025366,-112.501767,pg_9_25_09.jpg,pg_9_25_09,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_25_09.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_25_09_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_25_09_th.jpg,,
nwpostcards1635,,"Indian and Wedge peaks, Ennis, Montana.","Postcard of the Indian and Wedge Peaks near Ennis, Montana.",,photographic postcard,Ronnia Sinclair,1920,mountains; fences; roads; snow; photographic postcards,"Ennis, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.36469,-111.732731,pg_9_26_01.jpg,pg_9_26_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_26_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_26_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_26_01_th.jpg,,
nwpostcards1639,,"Birdseye view, Troy, Montana. No. 1.","Postcard of Troy, Montana.",,photographic postcard,,1910,aerial photograph; logging towns; buildings; trees; railroads; trains; houses; photographic postcards,"Troy, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,48.472011,-115.881071,pg_9_29_01a.jpg,pg_9_29_01a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_29_01a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_29_01a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_29_01a_th.jpg,,
nwpostcards1640,,"Boot Hill. Virginia City, Montana. 106.","Postcard of graves in Virginia City, Montana.",,photographic postcard,,1920,historic towns; graves; tombstones (sepulchral monuments); mountains; photographic postcards,"Virginia City, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.297105,-111.939596,pg_9_29_02a.jpg,pg_9_29_02a,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_29_02a.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_29_02a_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_29_02a_th.jpg,,
nwpostcards1641,,"Bank building, Virginia City, Montana.","Postcard of men standing near a bank in Virginia City, Montana.",,photographic postcard,,1864,historic towns; banks; men; towns; buildings; streets; photographic postcards,"Virginia City, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.293049,-111.947927,pg_9_29_02b.jpg,pg_9_29_02b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_29_02b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_29_02b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_29_02b_th.jpg,,
nwpostcards1643,,"California Store. Virginia City, Montana.","Postcard of men standing in front of the California store in Virginia City, Montana.",,photographic postcard,,1910,historic towns; stores; buildings; men; photographic postcards,"Virginia City, Montana",Rank's Drug Store,"Virginia City, MT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.293098,-111.947637,pg_9_29_02d.jpg,pg_9_29_02d,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_29_02d.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_29_02d_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_29_02d_th.jpg,,
nwpostcards1646,,"Street scene at Virginia city, Montana. Stagecoach.","Postcard of men on and near a horse-drawn wagon in Virginia City, Montana.",,photographic postcard,,1875,historic towns; men; horse-drawn vehicles; buildings; mountains; utility poles; photographic postcards,"Virginia City, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.293215,-111.947165,pg_9_29_02e.jpg,pg_9_29_02e,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_29_02e.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_29_02e_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_29_02e_th.jpg,,
nwpostcards1669,,"Virginia City, Montana, from Boot Hill. 104.","Postcard of Virginia City, Montana from 'Boot Hill.'",,photographic postcard,,1920,historic towns; buildings; historic buildings; automobiles; trees; roads; mountains; photographic postcards,"Virginia City, Montana",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.297105,-111.939596,pg_9_29_02u.jpg,pg_9_29_02u,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_29_02u.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_29_02u_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_29_02u_th.jpg,,
nwpostcards1671,,"Museum, Virginia City, Montana.","Postcard of a museum in Virginia City, Montana.",,photographic postcard,,1910,historic towns; buildings; historic buildings; museums; trees; houses; photographic postcards,"Virginia City, Montana",Rank's Drug Store,"Virginia City, MT","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,45.294053,-111.941817,pg_9_30_01.jpg,pg_9_30_01,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_30_01.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_30_01_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_30_01_th.jpg,,
nwpostcards1686,,"Administration Building, Washington State College, Pullman, Washington.","Postcard of the administration building on the Washington State University campus in Pullman, Washington",,photographic postcard,Johnson,1910,universities (institutions); universities (buildings); campuses; trees; buildings; photographic postcards,"Pullman, Washington",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,46.731465,-117.167398,pg_9_76_02.jpg,pg_9_76_02,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_76_02.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_76_02_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_76_02_th.jpg,,
